time,open,high,low,close,volume,ema_20,ema_50,signal,positions,daily_profit,strategy_profit
2020-09-11 00:00:00-04:00,270.06,271.39,262.64,266.6,17925051,267.89009999999996,267.96998235294114,0.0,0.0,-0.005,-0.0
2020-09-14 00:00:00-04:00,270.95,276.64,265.7,266.14,21907343,267.72342380952375,267.8982183391003,0.0,0.0,-0.002,-0.0
2020-09-15 00:00:00-04:00,270.67,274.52,269.3,272.46,17159921,268.1745263038548,268.07711173756695,0.0,0.0,0.023,0.0
2020-09-16 00:00:00-04:00,267.29,272.44,261.79,263.6,27814894,267.7388571320591,267.9015387282506,0.0,0.0,-0.033,-0.0
2020-09-17 00:00:00-04:00,258.28,261.5,250.19,254.87,28542348,266.5132516909106,267.39049799380945,0.0,0.0,-0.034,-0.0
2020-09-18 00:00:00-04:00,258.405,259.2,250.05,252.29,23650916,265.15865629177625,266.79832160189534,0.0,0.0,-0.01,-0.0
2020-09-21 00:00:00-04:00,247.54,249.95,244.13,248.04,21743576,263.5283080735118,266.0627011469191,0.0,0.0,-0.017,-0.0
2020-09-22 00:00:00-04:00,253.31,255.32,248.22,254.73,27665082,262.6903739712726,265.61828149409877,0.0,0.0,0.027,0.0
2020-09-23 00:00:00-04:00,255.26,257.9921,248.15,249.02,16687178,261.38843359305616,264.9673684943302,0.0,0.0,-0.023,-0.0
2020-09-24 00:00:00-04:00,246.5,252.24,245.62,249.52,17292547,260.2581065841937,264.3615893376898,0.0,0.0,0.002,0.0
2020-09-25 00:00:00-04:00,249.4,255.75,246.61,254.82,16333161,259.74019167141336,263.9874093636627,0.0,0.0,0.021,0.0
2020-09-28 00:00:00-04:00,259.4,259.6,254.8208,256.91,14348908,259.4706496074692,263.7098638984211,0.0,0.0,0.008,0.0
2020-09-29 00:00:00-04:00,257.81,263.27,256.9,261.79,17931000,259.6915401210436,263.6345751180908,0.0,0.0,0.019,0.0
2020-09-30 00:00:00-04:00,261.98,266.085,260.1,261.8,15143419,259.89234582380135,263.56263099581275,0.0,0.0,0.0,0.0
2020-10-01 00:00:00-04:00,265.35,268.33,264.8,266.63,17390516,260.5340271739155,263.68291997636913,0.0,0.0,0.018,0.0
2020-10-02 00:00:00-04:00,261.18,265.15,259.18,259.91,13078469,260.474596014495,263.534962330237,0.0,0.0,-0.026,-0.0
2020-10-05 00:00:00-04:00,262.2,264.865,260.8401,264.65,11134757,260.872253536924,263.57868929767875,0.0,0.0,0.018,0.0
2020-10-06 00:00:00-04:00,262.01,265.69,258.24,258.53,15310065,260.6491817715027,263.3807014820835,0.0,0.0,-0.023,-0.0
2020-10-07 00:00:00-04:00,259.2,260.18,254.82,258.01,20736923,260.3978311265977,263.17008573768805,0.0,0.0,-0.002,-0.0
2020-10-08 00:00:00-04:00,259.63,264.62,259.1488,263.7051,14474701,260.71280911454073,263.1910666891513,0.0,0.0,0.022,0.0
2020-10-09 00:00:00-04:00,264.52,264.75,262.17,264.49,12400060,261.07254157982254,263.24200525036105,0.0,0.0,0.003,0.0
2020-10-12 00:00:00-04:00,270.2,280.18,267.87,275.75,27501400,262.47039476269657,263.73251484838613,0.0,0.0,0.042,0.0
2020-10-13 00:00:00-04:00,277.58,279.1,273.39,276.06,15300251,263.764642880535,264.2159456386455,0.0,0.0,0.001,0.0
2020-10-14 00:00:00-04:00,277.62,278.75,271.5,271.73,12712456,264.5232483204841,264.51061443713,1.0,1.0,-0.016,-0.0
2020-10-15 00:00:00-04:00,267.68,269.04,263.67,266.72,12984052,264.73246276615225,264.597257008223,1.0,0.0,-0.019,-0.019
2020-10-16 00:00:00-04:00,267.375,271.37,265.3,265.93,13278027,264.84651393128064,264.6495214392731,1.0,0.0,-0.003,-0.003
2020-10-19 00:00:00-04:00,265.53,268.55,259.88,261.53,9328030,264.53065546163486,264.52718726518395,1.0,0.0,-0.017,-0.017
2020-10-20 00:00:00-04:00,263.09,269.7,262.88,267.58,15678260,264.82106922719345,264.6469054116473,1.0,0.0,0.023,0.023
2020-10-21 00:00:00-04:00,279.56,283.05,276.37,278.7,24005009,266.1428721579369,265.1980071602102,1.0,0.0,0.041,0.041
2020-10-22 00:00:00-04:00,279.87,282.45,275.04,278.12,14335259,267.28355100003813,265.70475197745685,1.0,0.0,-0.002,-0.002
2020-10-23 00:00:00-04:00,278.8024,285.24,276.82,284.83,15686476,268.9546413809869,266.4547617038311,1.0,0.0,0.024,0.024
2020-10-26 00:00:00-04:00,283.16,285.23,274.26,277.12,16801519,269.7322945827977,266.87300634289653,1.0,0.0,-0.027,-0.027
2020-10-27 00:00:00-04:00,278.76,284.51,276.31,283.29,13692570,271.0235046225313,267.51681001572416,1.0,0.0,0.022,0.022
2020-10-28 00:00:00-04:00,278.79,278.79,267.26,267.55,19025766,270.69269465848066,267.518111583735,1.0,0.0,-0.057,-0.057
2020-10-29 00:00:00-04:00,276.55,283.6,273.78,279.82,24121501,271.56196183386345,268.0005385804513,1.0,0.0,0.045,0.045
2020-10-30 00:00:00-04:00,274.5,276.7,259.1,263.75,42184495,270.8179654687336,267.8338507929826,1.0,0.0,-0.059,-0.059
2020-11-02 00:00:00-05:00,264.7,270.47,257.34,261.48,23473725,269.9286354240923,267.58468017365,1.0,0.0,-0.009,-0.009
2020-11-03 00:00:00-05:00,263.16,270.03,260.88,265.08,15396707,269.46686062179776,267.48645742174216,1.0,0.0,0.014,0.014
2020-11-04 00:00:00-05:00,281.0,288.94,278.62,287.45,29987921,271.17954056257895,268.2693414444189,1.0,0.0,0.081,0.081
2020-11-05 00:00:00-05:00,291.8965,297.38,288.95,294.715,21054834,273.4210128899524,269.30642609365736,1.0,0.0,0.025,0.025
2020-11-06 00:00:00-05:00,293.95,294.6,288.06,293.41,11926170,275.32472594805216,270.251664286063,1.0,0.0,-0.004,-0.004
2020-11-09 00:00:00-05:00,290.1,292.58,278.53,278.58,20347744,275.63475204823766,270.57826568660954,1.0,0.0,-0.052,-0.052
2020-11-10 00:00:00-05:00,273.1,274.0,264.0,272.43,24003063,275.32953756745314,270.6508827185072,1.0,0.0,-0.022,-0.022
2020-11-11 00:00:00-05:00,273.48,278.4,272.48,276.35,12995178,275.4267244657909,270.8743775138598,1.0,0.0,0.014,0.014
2020-11-12 00:00:00-05:00,277.18,279.75,274.43,275.08,10765432,275.3937030880966,271.03930388586537,1.0,0.0,-0.005,-0.005
2020-11-13 00:00:00-05:00,277.73,277.76,273.1,277.27,7943494,275.57239803208734,271.2836449099491,1.0,0.0,0.008,0.008
2020-11-16 00:00:00-05:00,275.05,278.4895,274.63,276.44,5680297,275.6550267909362,271.48585491348047,1.0,0.0,-0.003,-0.003
2020-11-17 00:00:00-05:00,277.68,277.68,273.29,274.95,13735446,275.58788138227555,271.62170374040284,1.0,0.0,-0.005,-0.005
2020-11-18 00:00:00-05:00,274.52,277.3889,271.84,271.85,10310525,275.2318926792017,271.6306565348969,1.0,0.0,-0.011,-0.011
2020-11-19 00:00:00-05:00,271.025,273.47,269.19,272.83,11239019,275.0031409954682,271.67768961195975,1.0,0.0,0.004,0.004
2020-11-20 00:00:00-05:00,272.56,273.0,269.41,269.7,15376295,274.49807994828075,271.60013315658875,1.0,0.0,-0.012,-0.012
2020-11-23 00:00:00-05:00,270.89,270.9471,264.53,268.32,18118397,273.9096913817778,271.4715004837813,1.0,0.0,-0.005,-0.005
2020-11-24 00:00:00-05:00,268.49,277.8199,267.87,276.82,15502326,274.18686363113227,271.68124556284874,1.0,0.0,0.031,0.031
2020-11-25 00:00:00-05:00,278.14,280.18,272.65,275.59,11312163,274.3204956662625,271.83453005058016,1.0,0.0,-0.004,-0.004
2020-11-27 00:00:00-05:00,277.39,279.13,274.82,277.8,7178906,274.65187703138037,272.0684700485966,1.0,0.0,0.008,0.008
2020-11-30 00:00:00-05:00,276.03,277.7,271.01,277.46,12184623,274.919317314106,272.2799025957105,1.0,0.0,-0.001,-0.001
2020-12-01 00:00:00-05:00,279.16,289.3,278.96,286.51,19113315,276.02319185561976,272.83794563117283,1.0,0.0,0.032,0.032
2020-12-02 00:00:00-05:00,285.36,291.78,280.825,287.56,15904492,277.1219354884179,273.41528109661704,1.0,0.0,0.004,0.004
2020-12-03 00:00:00-05:00,286.25,286.65,281.07,281.69,11226479,277.5569892514257,273.73977987714187,1.0,0.0,-0.021,-0.021
2020-12-04 00:00:00-05:00,280.3,283.46,279.3,279.7,8779114,277.7610855131947,273.9735139996069,1.0,0.0,-0.007,-0.007
2020-12-07 00:00:00-05:00,279.19,288.49,278.2,285.58,11324390,278.50574403574757,274.4286703133478,1.0,0.0,0.021,0.021
2020-12-08 00:00:00-05:00,286.01,286.4272,281.55,283.24,9029811,278.9566255561526,274.77421265400085,1.0,0.0,-0.008,-0.008
2020-12-09 00:00:00-05:00,283.66,287.63,271.75,277.92,22595403,278.8578993127095,274.8975768636479,1.0,0.0,-0.019,-0.019
2020-12-10 00:00:00-05:00,275.535,278.73,271.86,276.93,16372195,278.6742898543562,274.97727973174017,1.0,0.0,-0.004,-0.004
2020-12-11 00:00:00-05:00,274.53,276.48,270.25,273.58,13559723,278.18911939203656,274.92248444814254,1.0,0.0,-0.012,-0.012
2020-12-14 00:00:00-05:00,273.3722,277.22,271.56,273.92,12923540,277.782536592795,274.8831713325291,1.0,0.0,0.001,0.001
2020-12-15 00:00:00-05:00,274.83,276.08,267.47,275.68,19709982,277.5822950125288,274.9144195155672,1.0,0.0,0.006,0.006
2020-12-16 00:00:00-05:00,274.76,277.86,272.51,275.7,12511476,277.4030288208594,274.9452265933881,1.0,0.0,0.0,0.0
2020-12-17 00:00:00-05:00,277.07,280.44,273.61,274.48,14041276,277.1246451236347,274.92698241325525,1.0,0.0,-0.004,-0.004
2020-12-18 00:00:00-05:00,275.775,278.0,271.14,276.15,16300000,277.03182177852665,274.9749438872452,1.0,0.0,0.006,0.006
2020-12-21 00:00:00-05:00,272.978,274.67,267.79,272.95,13200136,276.6430768472384,274.8955343230395,1.0,0.0,-0.012,-0.012
2020-12-22 00:00:00-05:00,271.5,271.5,264.63,267.17,15904410,275.74087905226327,274.5925721927243,1.0,0.0,-0.021,-0.021
2020-12-23 00:00:00-05:00,266.89,272.1699,266.23,268.05,13128242,275.0084143806192,274.3360007341861,1.0,0.0,0.003,0.003
2020-12-24 00:00:00-05:00,268.875,270.4,266.2,267.32,6222157,274.2761844396078,274.06086345049255,1.0,0.0,-0.003,-0.003
2020-12-28 00:00:00-05:00,268.74,277.27,265.66,277.0,21557606,274.53559544535943,274.176123707336,1.0,0.0,0.036,0.036
2020-12-29 00:00:00-05:00,276.95,280.51,276.28,276.78,15723232,274.7493482600871,274.2782365031268,1.0,0.0,-0.001,-0.001
2020-12-30 00:00:00-05:00,277.95,278.08,271.71,271.88,10365805,274.4760769972217,274.18418801280814,1.0,0.0,-0.018,-0.018
2020-12-31 00:00:00-05:00,272.0,277.09,269.81,273.2,11199425,274.3545458546291,274.1455924044627,1.0,0.0,0.005,0.005
2021-01-04 00:00:00-05:00,274.78,275.0,265.2,268.94,12460207,273.8388748208549,273.94145152585634,0.0,-1.0,-0.016,-0.016
2021-01-05 00:00:00-05:00,268.29,272.4,268.2111,270.97,8053296,273.5656486474402,273.82492401503845,0.0,0.0,0.008,0.0
2021-01-06 00:00:00-05:00,262.0,267.75,260.01,263.24,21446415,272.58225353816016,273.4098289556252,0.0,0.0,-0.029,-0.0
2021-01-07 00:00:00-05:00,265.9,271.61,264.78,268.63,13968342,272.20584843928776,273.2223846828556,0.0,0.0,0.02,0.0
2021-01-08 00:00:00-05:00,268.31,268.95,263.18,267.54,16730340,271.7614819212604,272.99954606784166,0.0,0.0,-0.004,-0.0
2021-01-11 00:00:00-05:00,260.48,263.47,255.9,256.81,27236030,270.33753126209274,272.36466190831845,0.0,0.0,-0.041,-0.0
2021-01-12 00:00:00-05:00,256.63,259.72,250.3,250.91,24074761,268.48729018951246,271.52330261779616,0.0,0.0,-0.023,-0.0
2021-01-13 00:00:00-05:00,251.55,253.95,249.2,251.64,16896303,266.88278636193985,270.7435652602355,0.0,0.0,0.003,0.0
2021-01-14 00:00:00-05:00,253.4,255.03,244.61,245.71,27927382,264.8663305179456,269.76185681865763,0.0,0.0,-0.024,-0.0
2021-01-15 00:00:00-05:00,247.9,253.86,247.16,251.36,22675147,263.5800133257603,269.0402153747887,0.0,0.0,0.023,0.0
2021-01-19 00:00:00-05:00,256.9,262.2,252.7201,261.08,25191870,263.34191681854503,268.7280500659735,0.0,0.0,0.038,0.0
2021-01-20 00:00:00-05:00,268.93,270.32,263.6,267.35,22539886,263.72363902630264,268.6740088869157,0.0,0.0,0.024,0.0
2021-01-21 00:00:00-05:00,269.26,273.6,267.4901,272.89,17034362,264.5966257857024,268.83934187174253,0.0,0.0,0.021,0.0
2021-01-22 00:00:00-05:00,272.01,278.47,272.0,274.53,19132340,265.5426614251593,269.06250493559577,0.0,0.0,0.006,0.0
2021-01-25 00:00:00-05:00,278.14,280.1,271.51,278.0,17646954,266.72907462276316,269.4129949381214,0.0,0.0,0.013,0.0
2021-01-26 00:00:00-05:00,278.1398,285.39,277.81,282.02,17018388,268.18535323011906,269.9073872934892,0.0,0.0,0.014,0.0
2021-01-27 00:00:00-05:00,282.53,283.45,268.1201,272.39,27484121,268.5857957796315,270.00474465452885,0.0,0.0,-0.035,-0.0
2021-01-28 00:00:00-05:00,277.18,286.79,264.7,265.0,35383730,268.2442914196666,269.8084801582728,0.0,0.0,-0.028,-0.0
2021-01-29 00:00:00-05:00,265.3,266.56,254.85,258.33,28139673,267.30007318922213,269.3583436814778,0.0,0.0,-0.025,-0.0
2021-02-01 00:00:00-05:00,259.52,264.17,254.91,261.98,19629047,266.79339955215335,269.06899687043943,0.0,0.0,0.014,0.0
2021-02-02 00:00:00-05:00,264.0,268.85,263.27,267.0,15002887,266.8130757852816,268.9878597382654,0.0,0.0,0.019,0.0
2021-02-03 00:00:00-05:00,265.62,269.2,263.84,266.68,13254318,266.80040190096906,268.897355434804,0.0,0.0,-0.001,-0.0
2021-02-04 00:00:00-05:00,267.01,268.16,264.0,266.63,14013929,266.7841731484958,268.80843953539994,0.0,0.0,-0.0,-0.0
2021-02-05 00:00:00-05:00,266.8,269.17,265.67,268.1433,10059039,266.91361380102006,268.7823556320509,0.0,0.0,0.006,0.0
2021-02-08 00:00:00-05:00,268.75,269.86,265.0,266.58,12032922,266.8818410580658,268.69598874451947,0.0,0.0,-0.006,-0.0
2021-02-09 00:00:00-05:00,266.44,273.39,265.75,269.41,13778153,267.12261810015474,268.72398918591085,0.0,0.0,0.011,0.0
2021-02-10 00:00:00-05:00,272.4465,273.7999,267.72,271.94,12452712,267.5814163763305,268.8501072570516,0.0,0.0,0.009,0.0
2021-02-11 00:00:00-05:00,271.89,273.58,268.49,270.43,11926999,267.8527100547752,268.9120638352065,0.0,0.0,-0.006,-0.0
2021-02-12 00:00:00-05:00,270.52,271.18,268.34,270.56,7996772,268.11054719241565,268.9766887828455,0.0,0.0,0.0,0.0
2021-02-16 00:00:00-05:00,270.8,276.6,270.05,273.97,13233004,268.66859031694753,269.1725049090084,0.0,0.0,0.013,0.0
2021-02-17 00:00:00-05:00,271.24,273.97,269.58,273.51,11919218,269.1296769534287,269.342602755714,0.0,0.0,-0.002,-0.0
2021-02-18 00:00:00-05:00,269.565,271.95,266.03,269.39,14223451,269.15446962453075,269.3444614711762,0.0,0.0,-0.015,-0.0
2021-02-19 00:00:00-05:00,269.86,270.27,260.15,261.6185,23008244,268.4367582317183,269.0414825899536,0.0,0.0,-0.029,-0.0
2021-02-22 00:00:00-05:00,257.95,263.07,257.53,260.33,15567869,267.6646860191737,268.6998558217201,0.0,0.0,-0.005,-0.0
2021-02-23 00:00:00-05:00,259.5,267.46,254.96,265.86,20722117,267.4928111602048,268.5884889267507,0.0,0.0,0.021,0.0
2021-02-24 00:00:00-05:00,262.325,266.38,258.39,264.34,14151577,267.1925434306615,268.42188151785854,0.0,0.0,-0.006,-0.0
2021-02-25 00:00:00-05:00,262.3,266.94,254.04,254.67,16971760,265.999920246789,267.88259204657,0.0,0.0,-0.037,-0.0
2021-02-26 00:00:00-05:00,256.47,265.55,256.47,257.2899,20820898,265.17039450899955,267.4671923584692,0.0,0.0,0.01,0.0
2021-03-01 00:00:00-05:00,260.82,266.65,257.9039,264.39,19336849,265.0960712224282,267.3465181483332,0.0,0.0,0.027,0.0
2021-03-02 00:00:00-05:00,265.78,266.71,258.65,258.95,12871564,264.51073110600646,267.0172429268299,0.0,0.0,-0.021,-0.0
2021-03-03 00:00:00-05:00,260.29,260.9899,255.1,255.44,13804129,263.64685195305344,266.5632334002876,0.0,0.0,-0.014,-0.0
2021-03-04 00:00:00-05:00,256.47,266.49,253.5,257.59,29890550,263.0700089099055,266.21134189439397,0.0,0.0,0.008,0.0
2021-03-05 00:00:00-05:00,260.67,265.45,255.61,264.28,24755187,263.1852461565811,266.1356029965746,0.0,0.0,0.026,0.0
2021-03-08 00:00:00-05:00,265.55,265.58,255.05,255.44,16231657,262.44760366547814,265.71616758494423,0.0,0.0,-0.034,-0.0
2021-03-09 00:00:00-05:00,261.175,268.53,259.81,265.74,18617900,262.7611652211469,265.7171021894562,0.0,0.0,0.04,0.0
2021-03-10 00:00:00-05:00,268.64,268.97,262.87,264.91,12775519,262.96581615246623,265.68545112320305,0.0,0.0,-0.003,-0.0
2021-03-11 00:00:00-05:00,268.11,277.9,267.82,273.87,19536393,264.00430985223136,266.0064138242539,0.0,0.0,0.033,0.0
2021-03-12 00:00:00-05:00,269.14,269.74,264.02,268.44,18935898,264.42675653297124,266.1018485762439,0.0,0.0,-0.02,-0.0
2021-03-15 00:00:00-04:00,269.08,275.96,268.5,273.75,14712652,265.3146844822121,266.4017760830579,0.0,0.0,0.02,0.0
2021-03-16 00:00:00-04:00,276.085,282.14,274.8,279.13,20483868,266.6304288172395,266.9009221190164,0.0,0.0,0.019,0.0
2021-03-17 00:00:00-04:00,275.705,286.23,275.41,284.02,19743048,268.28657845369287,267.57225850650593,1.0,1.0,0.017,0.0
2021-03-18 00:00:00-04:00,279.87,285.1899,278.28,278.55,17084257,269.26404717238876,268.0027581729175,1.0,0.0,-0.019,-0.019
2021-03-19 00:00:00-04:00,281.22,292.8,275.0,290.06,33858406,271.24461410835175,268.8677480484894,1.0,0.0,0.04,0.04
2021-03-22 00:00:00-04:00,290.45,299.705,286.7501,293.54,25013898,273.3679841932707,269.83528734070546,1.0,0.0,0.012,0.012
2021-03-23 00:00:00-04:00,293.15,298.0,289.81,290.59,20010583,275.00817617486393,270.6491976410699,1.0,0.0,-0.01,-0.01
2021-03-24 00:00:00-04:00,291.0,291.72,281.16,282.14,16929878,275.68739749154355,271.09981734142013,1.0,0.0,-0.03,-0.03
2021-03-25 00:00:00-04:00,281.0,288.06,277.75,278.74,21533420,275.97812153996796,271.399432347639,1.0,0.0,-0.012,-0.012
2021-03-26 00:00:00-04:00,278.3018,284.5,277.77,283.0,14133814,276.6468718694948,271.85435656930025,1.0,0.0,0.015,0.015
2021-03-29 00:00:00-04:00,285.77,293.18,284.7,290.89,19470833,278.00336026287624,272.600852390112,1.0,0.0,0.027,0.027
2021-03-30 00:00:00-04:00,289.83,292.47,286.7,287.94,15849800,278.9497069045071,273.20238759049977,1.0,0.0,-0.01,-0.01
2021-03-31 00:00:00-04:00,289.99,296.5,288.61,294.64,15651678,280.44402053264923,274.04307827322526,1.0,0.0,0.023,0.023
2021-04-01 00:00:00-04:00,298.4,302.4,296.6,298.7,16218811,282.1826852438255,275.0100163801576,1.0,0.0,0.014,0.014
2021-04-05 00:00:00-04:00,300.89,310.765,300.68,308.91,25379284,284.7281437920326,276.33942750250435,1.0,0.0,0.034,0.034
2021-04-06 00:00:00-04:00,308.52,311.35,305.25,306.27,15464495,286.77974914517233,277.5131754435826,1.0,0.0,-0.009,-0.009
2021-04-07 00:00:00-04:00,306.34,314.25,305.5,313.15,21333544,289.2912016075369,278.9106979752068,1.0,0.0,0.022,0.022
2021-04-08 00:00:00-04:00,314.86,315.88,310.05,313.02,19282040,291.5510871687238,280.2483176624536,1.0,0.0,-0.0,-0.0
2021-04-09 00:00:00-04:00,311.4,314.74,310.33,312.47,14110225,293.54336458122634,281.5119130482397,1.0,0.0,-0.002,-0.002
2021-04-12 00:00:00-04:00,311.23,312.0,307.93,311.55,9338144,295.2582822401572,282.6898772424264,1.0,0.0,-0.003,-0.003
2021-04-13 00:00:00-04:00,312.21,314.428,309.32,309.74,11265985,296.63749345538037,283.7506663701744,1.0,0.0,-0.006,-0.006
2021-04-14 00:00:00-04:00,307.3,308.03,301.95,302.87,14408863,297.2310655072489,284.50044415957933,1.0,0.0,-0.022,-0.022
2021-04-15 00:00:00-04:00,306.34,310.14,304.1,307.785,12897242,298.23620212560616,285.41356399645855,1.0,0.0,0.016,0.016
2021-04-16 00:00:00-04:00,308.17,308.95,304.61,306.18,10673574,298.9927543041199,286.2279340358131,1.0,0.0,-0.005,-0.005
2021-04-19 00:00:00-04:00,304.93,307.7,300.56,302.24,12761325,299.30201579896567,286.85585819127147,1.0,0.0,-0.013,-0.013
2021-04-20 00:00:00-04:00,302.09,305.1,297.21,302.64,15642647,299.61991905620704,287.47484414455494,1.0,0.0,0.001,0.001
2021-04-21 00:00:00-04:00,301.93,301.98,297.39,301.4,13197516,299.7894505746635,288.0209286879057,1.0,0.0,-0.004,-0.004
2021-04-22 00:00:00-04:00,301.33,302.92,296.04,296.51,15034448,299.47712194850504,288.35383344524274,1.0,0.0,-0.016,-0.016
2021-04-23 00:00:00-04:00,298.69,302.59,297.15,301.1,15426387,299.6316817629331,288.85368311405676,1.0,0.0,0.015,0.015
2021-04-26 00:00:00-04:00,303.21,305.8,301.56,303.19,14725830,299.97056921408233,289.4158916193879,1.0,0.0,0.007,0.007
2021-04-27 00:00:00-04:00,304.35,305.34,301.11,303.38,13562102,300.29527690797926,289.9635037127452,1.0,0.0,0.001,0.001
2021-04-28 00:00:00-04:00,307.52,310.92,305.37,307.11,25602124,300.9442981548384,290.63591533185325,1.0,0.0,0.012,0.012
2021-04-29 00:00:00-04:00,330.17,331.81,321.61,329.51,52346724,303.6648411877109,292.16038924040805,1.0,0.0,0.07,0.07
2021-04-30 00:00:00-04:00,326.18,329.82,324.5,325.25,22944241,305.7205705984051,293.45802103490183,1.0,0.0,-0.013,-0.013
2021-05-03 00:00:00-04:00,326.17,328.55,321.84,322.6,16636436,307.3281353033189,294.6008437394155,1.0,0.0,-0.008,-0.008
2021-05-04 00:00:00-04:00,320.02,322.19,313.12,318.43,21035430,308.3854557506219,295.53532045551685,1.0,0.0,-0.013,-0.013
2021-05-05 00:00:00-04:00,318.17,321.06,314.49,315.02,13467768,309.01731710770554,296.2994255356927,1.0,0.0,-0.011,-0.011
2021-05-06 00:00:00-04:00,314.52,320.24,313.275,320.02,17416190,310.0651916688765,297.2296441421361,1.0,0.0,0.016,0.016
2021-05-07 00:00:00-04:00,322.39,322.935,318.75,318.96,13943099,310.91231627184067,298.08181496009155,1.0,0.0,-0.003,-0.003
2021-05-10 00:00:00-04:00,314.35,314.67,304.83,306.04,22090334,310.448286150713,298.3939006479311,1.0,0.0,-0.041,-0.041
2021-05-11 00:00:00-04:00,300.75,306.84,299.69,306.48,17062241,310.07035413635936,298.71100258330637,1.0,0.0,0.001,0.001
2021-05-12 00:00:00-04:00,301.11,304.96,298.19,302.55,21332919,309.3541299328965,298.8615515016081,1.0,0.0,-0.013,-0.013
2021-05-13 00:00:00-04:00,306.01,308.86,302.7701,305.2,15451189,308.9584985107159,299.11011810938817,1.0,0.0,0.009,0.009
2021-05-14 00:00:00-04:00,309.5,316.85,309.08,315.895,17649336,309.61911770017156,299.7683487717651,1.0,0.0,0.034,0.034
2021-05-17 00:00:00-04:00,313.69,315.68,311.58,315.47,12309921,310.1763445858695,300.3840998003233,1.0,0.0,-0.001,-0.001
2021-05-18 00:00:00-04:00,315.69,316.5,309.81,310.01,13330570,310.1605022443581,300.7615860826636,1.0,0.0,-0.017,-0.017
2021-05-19 00:00:00-04:00,304.0,314.66,303.57,313.71,16375463,310.4985496496573,301.2693670205984,1.0,0.0,0.012,0.012
2021-05-20 00:00:00-04:00,313.57,319.25,313.16,318.61,14704455,311.27106873064236,301.94939184332003,1.0,0.0,0.015,0.015
2021-05-21 00:00:00-04:00,318.96,319.93,315.8101,316.23,12082957,311.74334789915264,302.5094156926016,1.0,0.0,-0.007,-0.007
2021-05-24 00:00:00-04:00,318.21,325.95,318.03,324.8,14684891,312.9868385754238,303.38355625367603,1.0,0.0,0.027,0.027
2021-05-25 00:00:00-04:00,327.06,329.18,324.8,327.79,15475596,314.3966634730025,304.34067169470836,1.0,0.0,0.009,0.009
2021-05-26 00:00:00-04:00,328.2,329.8299,325.82,327.75,8937786,315.66840980890703,305.2586845694257,1.0,0.0,-0.0,-0.0
2021-05-27 00:00:00-04:00,327.77,333.78,326.76,332.76,13670182,317.2961803032968,306.3371675274875,1.0,0.0,0.015,0.015
2021-05-28 00:00:00-04:00,331.0,332.8684,328.33,328.85,10263500,318.3965440839352,307.22002370288016,1.0,0.0,-0.012,-0.012
2021-06-01 00:00:00-04:00,330.09,331.42,326.64,329.07,10318759,319.413063694989,308.0768855184535,1.0,0.0,0.001,0.001
